Company:,Scotts ID:,Legal Name:,# of Employees:,Address:,Sales:,Square Footage:,Telephone:,Year Established:,Head Office:,Geocoded By:,Fax:,Web Site:,Census Division:,Executives:,NAICS:,Business Types:,Products:,Exporter (Y/N):,Location Address:
ABSTRAKT Studio Architecture,113779665,ABSTRAKT Studio Architecture,4,180 Belsize Dr,Under $1 Million,,416-830-3160,2002,,Address,416-484-6495,www.abstraktstudio.ca,"Toronto Metropolitan Municipality, ON",Mr. Voytek Gorczynski-Principal,"541310-Architectural Services
541320-Landscape Architectural Services","Professional, Scientific & Technical Services","Architectural firm: residential, Architectural firm: comm, Urban design services",N,180 Belsize DrM4S1M1
Academic Ads,116044471,Academic Ads,7,1-545 Davisville Ave,$1-5 Million,,416-322-9991,2012,,Address,416-322-9990,www.academicads.ca,"Toronto Metropolitan Municipality, ON","Mr. Andrew Delville-Partner
Mr. Lorne Fade-Partner","541690-Other Scientific and Technical Consulting Services
541514-Computer Systems Design and Related Services (Except Video Game Design and Development)
541619-Other Management Consulting Services","Professional, Scientific & Technical Services","Social media consultant, Web site design services, Web site development, On-line marketing services, Search engine optimization, Marketing services: social media",,1-545 Davisville AveM4S1J2
Academy of Cdn Cinema & TV,19799884,Academy of Canadian Cinema & Television,25,9-411 Richmond Street,$1-5 Million,,416-366-2227,1979,,Address,416-366-8454,www.academy.ca,"Toronto Metropolitan Municipality, ON","Ms. Ellen Benjamin-Dir-Fin/Admn
Ms. Jennifer Stewart-Dir-Mktg/Dev
Beth Janson-CEO","813920-Professional Organizations
813910-Business Associations",Services,"Association: non-profit, Association: professional",N,"9-411 Richmond StreetToronto,ONM5A3S5"
Academy of Learning-Downtown E,81857462,Academy of Learning - Downtown East Campus,4,706 Pape Ave,Under $1 Million,,416-422-5627,,Academy of Learning College - Richmond Hill Campus202-9555 Yonge StRichmond HillONL4C9M5,Address,416-422-5628,www.academyoflearningtoronto.com,"Toronto Metropolitan Municipality, ON",Ms. Siji Awofala-Co-Owner,611410-Business and Secretarial Schools,Educational Services,College: business & computer,N,"706 Pape AveToronto,ONM4K3S7"
Academy of Lrng - Bay & Bloor,81857107,Academy of Learning - Bay & Bloor Campus,20,600-1255 Bay St,Under $1 Million,,416-969-8845,,Academy of Learning College - Richmond Hill Campus202-9555 Yonge StRichmond HillONL4C9M5,Address,416-969-9372,www.academyoflearning.com,"Toronto Metropolitan Municipality, ON",,611410-Business and Secretarial Schools,Educational Services,College: business & computer,N,"600-1255 Bay StToronto,ONM5R2A9"
Acadia Travel Agency,19040881,Acadia Travel Agency,5,850 College St,Under $1 Million,,416-537-2643,1961,,Address,416-535-7658,www.acadiatravel.ca,"Toronto Metropolitan Municipality, ON","Mr. Adelino Sales-Owner
Mrs. Eulalia Sales-Mgr",561510-Travel Agencies,"Administrative and Support, Waste Management and Remediation Services",Travel agency,N,850 College StM6H1A2
Accelerated Connections Inc.,73101091,Accelerated Connections Inc.,46,3740-155 Wellington St W,$5-10 Million,,416-637-3432,2000,,Address,416-597-0694,www.connections.ca,"Toronto Metropolitan Municipality, ON",Mr. Michael Garbe-Pres/CEO,517910-Other Telecommunications,Information and Cultural Industries,Internet service provider,N,"3740-155 Wellington St WToronto,ONM5V3H1"
Accent Entertainment Corp.,19206186,Accent Entertainment Corporation,5,114 Manning Ave,Under $1 Million,,416-867-8700,1989,,Address,416-867-1764,,"Toronto Metropolitan Municipality, ON","Ms. Susan Cavan-Pres
Ms. Jamie Minns-Dir-Dev",512110-Motion Picture and Video Production,Information and Cultural Industries,Film & video production,N,"114 Manning AveToronto,ONM6J2K5"
ACCES Employment,84520511,ACCES Employment,40,100-489 College St,$5-10 Million,,416-921-1800,1986,,Address,416-921-3055,www.accesemployment.ca,"Toronto Metropolitan Municipality, ON","Ms. Beth Gallagher-Mktg/Commun Specialist
Ms. Aimee Holmes-Mgr-Special Proj
Ms. Allison Pond-CEO
Ms. Irene Sihvonen-VP",561310-Employment Placement Agencies and Executive Search Services,"Administrative and Support, Waste Management and Remediation Services",Personnel recruiting service,N,100-489 College StM6G1A5
Access Capital Corp.,54070231,Access Capital Corp.,5,4070-3080 Yonge St,Under $1 Million,,416-366-4820,1990,,Address,416-366-5123,www.access-capital.com,"Toronto Metropolitan Municipality, ON",Mr. Rob McLeese-Pres,"541611-Administrative Management and General Management Consulting Services
522299-All Other Non-Depository Credit Intermediation","Professional, Scientific & Technical Services
Finance","Business financing company, Financial consultants",N,"4070-3080 Yonge StToronto,ONM4N3N1"
Access Copyright Cdn Licensing,35815101,"Access Copyright, The Canadian Copyright Licensing Agency",21,320-56 Wellesley St W,$1-5 Million,,416-868-1620,1988,,Address,416-868-1621,www.accesscopyright.ca,"Toronto Metropolitan Municipality, ON","Ms. Erin Finlay-Gen Couns/Dir-Legal Serv/Govt Rel
Ms. Roanie Levy-Exec Dir","541190-Other Legal Services
561410-Document Preparation Services
813910-Business Associations","Services
Administrative and Support, Waste Management and Remediation Services
Professional, Scientific & Technical Services","Research services: business, Association: non-profit, Copyright protection service, Document & licensing preparation services",N,320-56 Wellesley St WM5S2S3
Access Intl English Lnge Ctre,54071106,Access International English Language Centre Ltd.,20,203-730 Yonge St,Under $1 Million,"3,500",416-935-0457,1999,,Address,416-935-0458,www.accessenglish.com,"Toronto Metropolitan Municipality, ON",Mr. Ian Gillanders-Managing Dir,611630-Language Schools,Educational Services,School: language,N,"203-730 Yonge StToronto,ONM4Y2B7"
Acchuman Executive Search Inc.,76709470,Acchuman Executive Search Inc.,6,1502-330 Bay St,Under $1 Million,,416-369-1515,2003,,Address,,www.acchuman.com,"Toronto Metropolitan Municipality, ON",Ms. Harriet Rogers-Office Mgr,561310-Employment Placement Agencies and Executive Search Services,"Administrative and Support, Waste Management and Remediation Services",Executive search services: financial,N,"1502-330 Bay StToronto,ONM5H2S8"
Accident Advisors - Personal,122740104,Accident Advisors - Personal Injury Lawyers,,305A-27 Carlton St,N/A,,416-477-5461,,,Address,,www.accidentadvisors.ca,"Toronto Metropolitan Municipality, ON",,541110-Offices of Lawyers,"Professional, Scientific & Technical Services",Legal firm: personal injury,,"305A-27 Carlton StToronto,ONM5B1L2"
Accompass Inc.,20202917,Accompass Inc.,26,3-1052 Yonge St,$1-5 Million,,416-969-8588,1998,,Address,416-962-1711,www.accompass.com,"Toronto Metropolitan Municipality, ON","Miss. Sarah Beech-Pres
Ms. Cathy Verlaan-Office Mgr
Mr. Michael Worb-CEO/Founder","541612-Human Resources Consulting Services
524210-Insurance Agencies and Brokerages","Insurance
Professional, Scientific & Technical Services","Insurance brokerage, Group benefits, Human resource consultants",N,"3-1052 Yonge StToronto,ONM4W2L1"
Accord Financial Corp.,18757908,Accord Financial Corp.,12,602-40 Eglniton Ave E,$50-75 Million,"8,000",416-961-0007,1978,,Address,416-961-9443,www.accordfinancial.com,"Toronto Metropolitan Municipality, ONStock Symbol:ACDMarket:Toronto Stock Exchange","Mr. Stuart Adair-CFO
Mr. Simon Hitzig-Pres/CEO",522299-All Other Non-Depository Credit Intermediation,Finance,"Factoring company, Business financing company, Accounts receivable purchaser",N,"602-40 Eglniton Ave EToronto,ONM4P3A2"
Accord Securities Inc.,77843136,Accord Securities Inc.,8,300-1560 Bayview Ave,Under $1 Million,"1,000",416-461-2774,2003,,Address,416-461-1743,www.accordsecurity.ca,"Toronto Metropolitan Municipality, ON",Ms. Kim Kane-Owner,"541690-Other Scientific and Technical Consulting Services
561612-Security Guard and Patrol Services","Administrative and Support, Waste Management and Remediation Services
Professional, Scientific & Technical Services","Security guard service, Security consultants, Safety & loss control consultants",N,"300-1560 Bayview AveToronto,ONM4G3B8"
Accord Tours Inc.,19039222,Accord Tours Inc.,10,70 Yorkville Ave,$1-5 Million,,416-599-3340,1981,,Address,416-599-3405,www.accordtours.com,"Toronto Metropolitan Municipality, ON","Mrs. Linda Caldas-Exec Dir
Mr. Antonio Pereira-Pres",561520-Tour Operators,"Administrative and Support, Waste Management and Remediation Services",Tour operator: travel,N,"70 Yorkville AveToronto,ONM5R1B9"
Accountants Exchange,58963896,Accountants Exchange,6,200-496 Danforth Ave,Under $1 Million,,416-465-1773,1985,,Address,416-465-1518,,"Toronto Metropolitan Municipality, ON",Mr. Theo Kalsatos-Owner,541212-Offices of Accountants,"Professional, Scientific & Technical Services",Accounting services,N,"200-496 Danforth AveToronto,ONM4K1P6"
Accountemps,19791955,Accountemps - A Robert Half Company,80,820-181 Bay St,N/A,,416-365-9140,1948,,Address,416-350-3573,www.roberthalf.ca/accountemps,"Toronto Metropolitan Municipality, ON","Ms. Laura Albert-Accntg Mgr
Mr. Mike French-Br Mgr","541612-Human Resources Consulting Services
561320-Temporary Help Services
541611-Administrative Management and General Management Consulting Services
561310-Employment Placement Agencies and Executive Search Services","Administrative and Support, Waste Management and Remediation Services
Professional, Scientific & Technical Services","Personnel recruiting service, Employment agency: accountants, Personnel recruiting service: financial, Executive search services: professionals, Human resource consultants, Temporary help service, Business solutions consultants",N,"820-181 Bay StToronto,ONM5J2T3"
Accucom Corporate Comm Inc.,19051309,Accucom Corporate Communications Inc.,4,200-78 King George's Rd,N/A,"1,000",416-534-1356,1989,,Address,,www.accucominc.com,"Toronto Metropolitan Municipality, ON","Mrs. Dorothy Naylor-VP-Ops
Mr. Rick Naylor-Pres","711329-Sports Presenters and Other Presenters without Facilities
512110-Motion Picture and Video Production
541514-Computer Systems Design and Related Services (Except Video Game Design and Development)","Arts, Entertainment and Recreation
Information and Cultural Industries
Professional, Scientific & Technical Services","Special event management services, Video production, Multimedia development",N,200-78 King George's RdM8X1M2
Accudub Inc.,18587024,Accudub Inc.,3,100-721 Eastern Ave,Under $1 Million,"2,000",416-504-5262,1979,,Address,,www.accudub.com,"Toronto Metropolitan Municipality, ON",,"512190-Post-Production and Other Motion Picture and Video Industries
334610-Manufacturing and Reproducing Magnetic and Optical Media","Manufacturer
Information and Cultural Industries","Cassettes: pre-recorded, CD-ROM duplicating services: multimedia, Video duplication, Motion picture reproduction, Discs: DVD-ROM, Discs: compact",N,"100-721 Eastern AveToronto,ONM4M1E6"
Accurate Audio,19525750,Accurate Audio,2,17 Noble St,Under $1 Million,,416-928-2978,1985,,Address,,www.accurateaudio.com,"Toronto Metropolitan Municipality, ON",Mr. Staci Patten-Mgr,"334610-Manufacturing and Reproducing Magnetic and Optical Media
512240-Sound Recording Studios
541430-Graphic Design Services","Manufacturer
Professional, Scientific & Technical Services
Information and Cultural Industries","Compact disc duplication, Audio duplication, Graphic design services",N,"17 Noble StToronto,ONM6K2C7"
Accurate Rolal Co. Limited,18569329,Accurate Rolal Co. Limited,20,72 Northline Rd,$1-5 Million,,416-751-6922,1954,,Address,416-751-5752,,"Toronto Metropolitan Municipality, ON","Mr. Bruce Clein-Exec VP
Mr. Warren Clein-Pres","323115-Digital Printing
323114-Quick Printing
322212-Folding Paperboard Box Manufacturing
323119-Other Printing",Manufacturer,"Cartons: folding, Printing: commercial",YExport Countries:United States,"72 Northline RdToronto,ONM4B3E5"
Acend Corporate Learning,114915622,Acend Corporate Learning,5,1200-69 Yonge St,Under $1 Million,,416-929-1599,,,Address,,www.acend.com,"Toronto Metropolitan Municipality, ON",Mr. Mark Dubois-Dir,611420-Computer Training,Educational Services,Computer training: corporate,N,"1200-69 Yonge StToronto,ONM5E1K3"
Achievers Corp.,18834441,Achievers Corp.,165,100-190 Liberty St,$25-50 Million,,416-531-1531,1995,,Address,416-531-5855,www.achievers.com,"Toronto Metropolitan Municipality, ON",Ms. Marlowe Tanner-Office Mgr,561490-Other Business Support Services,"Administrative and Support, Waste Management and Remediation Services",Corporate reward programs,N,"100-190 Liberty StToronto,ONM6K3L5"
ACI Worldwide (Canada) Inc.,19055963,ACI Worldwide (Canada) Inc.,37,700-200 Wellington St W,N/A,,416-813-3000,1975,,Address,416-813-0653,www.aciworldwide.com,"Toronto Metropolitan Municipality, ON","Mr. David Grindal-Dir-Solutions Consult
Mr. Glenn Wolff-Gen Mgr NA","511211-Software Publishers (Except Video Game Publishers)
541514-Computer Systems Design and Related Services (Except Video Game Design and Development)","Information and Cultural Industries
Professional, Scientific & Technical Services","Computer software: mobile payment technology, Computer software: banking, Computer software: financial",N,"700-200 Wellington St WToronto,ONM5V3C7Parent Company:ACI Worldwide6060 Coventry DrElkhornNE68022United States"
ACK Architects Inc.,113779712,ACK Architects Inc.,12,1822 Danforth Ave,$1-5 Million,,416-462-0389,2002,,Address,416-462-1954,www.ackarchitects.com,"Toronto Metropolitan Municipality, ON",Mrs. Anne-Marie Denapoli-Office Admin,541310-Architectural Services,"Professional, Scientific & Technical Services",Architectural firm,N,"1822 Danforth AveNorth York,ONM4C1H8"
Ackah Business Immigration Law,196804157,Ackah Business Immigration Law,,1100-20 Bay St,N/A,,416-643-7177,,Ackah Business Immigration Law101-1401 1 St SECalgaryABT2G2J3,Address,,www.ackahlaw.com,"Toronto Metropolitan Municipality, ON",,541110-Offices of Lawyers,"Professional, Scientific & Technical Services",Legal firm: immigration,,"1100-20 Bay StToronto,ONM5J2N8"
Acker Finley Inc.,30775558,Acker Finley Inc.,15,1400-181 University Ave,$1-5 Million,,416-777-9005,,,Address,416-777-2096,www.ackerfinley.com,"Toronto Metropolitan Municipality, ON","Mr. Brian Acker-Pres
Mr. Enrico Sgromo-Dir-Research
Mr. John Acker-Office Admin",523120-Securities Brokerage,Finance,"Mutual fund broker, Investment brokers",N,"1400-181 University AveToronto,ONM5H3M7"
Acoustic Neuroma Association,35863762,Acoustic Neuroma Association of Canada,1PO Box 1005 Stn Toronto Dom,,Under $1 Million,,416-546-6426,1983,,Address,,www.anac.ca,"Toronto Metropolitan Municipality, ON","Ms. Carole Humphries-Exec Dir
Ms. Lyna Newman-Pres","813310-Social Advocacy Organizations
813210-Grant-Making and Giving Services
813910-Business Associations",Services,"Association: support group, Association: medical related (physical), Association: non-profit",N,"7 B Pleasant BlvdToronto,ONM4T1K2"
Acropolis Organics Corp.,115621741,Acropolis Organics Corp.,3,86A Northline Rd,Under $1 Million,,416-429-5111,2002,,Address,416-423-0111,www.acropolisorganics.com,"Toronto Metropolitan Municipality, ON",Mr. Panagiotis Tsiriotakis-Owner,419120-Wholesale Trade Agents and Brokers,Wholesale Agents & Brokers,"Oils: vegetable, Oils: olive",N,"86 A Northline RdToronto,ONM4B3E5"
Action1 Resume Services,68452566,Action1 Resume Services,3,1801-1 Yonge St,Under $1 Million,,416-912-7655,1998,,Address,,www.action1.ca,"Toronto Metropolitan Municipality, ON",Mr. Robert Light-Coord,"561410-Document Preparation Services
611690-All Other Schools and Instruction","Administrative and Support, Waste Management and Remediation Services
Educational Services","Resume writing service, Career counselling",N,"1801-1 Yonge StToronto,ONM5E1W7"
Active Customs Brokers Ltd.,18543563,Active Customs Brokers Ltd.,15,600-645 King St W,$1-5 Million,"3,900",416-504-6227,1953,,Address,416-504-8374,www.activegroup.com,"Toronto Metropolitan Municipality, ON",Mr. Richard Shapero-Co-Owner,488519-Other Freight Transportation Arrangement,Transportation and Warehousing,Customs brokers,N,"600-645 King St WToronto,ONM5V1M5"
Active Mechanical Services,30772554,Active Mechanical Services Ltd.,45,89 Shorncliffe Rd,$5-10 Million,,416-679-8410,1997,,Address,416-679-8594,www.activemech.com,"Toronto Metropolitan Municipality, ON",Mr. Warren Parkes-Pres,"238220-Plumbing, Heating and Air-Conditioning Contractors",Construction,"Plumbing contractors: comm, Plumbing contractors: industrial",N,89 Shorncliffe RdM8Z5K3
ACTRA,36023703,ACTRA,,200-625 Church St,$5-10 Million,,416-928-2278,,,Address,416-928-0429,www.actratoronto.com,"Toronto Metropolitan Municipality, ON","Mr. Manny Kantola-Dir-Info Serv
Mr. David Sparrow-
Mr. Stephen Waddell-Natl Exec Dir",813930-Labour Organizations,Services,Labour union,N,"200-625 Church StToronto,ONM4Y2G1"
